experiment,seed,episode_id,total_cost,p2p_volume,p2p_utilisation,voltage_violation_rate,thermal_violation_rate,battery_soc_mean,battery_soc_min,battery_soc_max,battery_throughput,battery_cycles,buyer_welfare,seller_welfare,campus_welfare,grid_import,grid_export,mean_reward,episode_return
grid_only,1024,0,-40048.144742299155,0.0,0.0,0.16568047337278108,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,18886.10709887089,54485.931909577776,0.023592711610981226,83.73053350737237
grid_only,1024,1,-42865.045499842425,0.0,0.0,0.16568047337278108,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,18612.20002571839,54650.13362624924,0.02494249246158182,88.52090574615389
grid_only,1024,2,-43519.03684880878,0.0,0.0,0.16568047337278108,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,18537.30666400744,54662.38375294085,0.025244569874218983,89.59297848360318
grid_only,1024,3,-41827.0617715427,0.0,0.0,0.16568047337278108,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,18703.61510345021,54567.84406310729,0.024454011634058484,86.78728728927356
grid_only,1024,4,279198.85828022944,0.0,0.0,0.07100591715976332,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,53530.654530297186,44122.465208340625,-0.1380322694660635,-489.8765243350594
grid_only,1024,5,467334.10306798446,0.0,0.0,0.03550295857988166,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,73922.83733910047,37959.837428563056,-0.23230735539197497,-824.4588042861192
grid_only,1024,6,460263.9519933122,0.0,0.0,0.03550295857988166,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,73187.29729131685,38261.94408171912,-0.22865996367248403,-811.5142110736458
grid_only,1024,7,456303.33063135797,0.0,0.0,0.029585798816568046,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,72778.05699482645,38437.593785527395,-0.2266090998526007,-804.2356953768799
grid_only,1024,8,444864.68289838854,0.0,0.0,0.03550295857988166,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,70763.60960517202,37038.97061341671,-0.22060007009821933,-782.9096487785804
grid_only,1024,9,434276.063970636,0.0,0.0,0.011834319526627219,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,67626.8782051712,32832.30151727791,-0.21424351647453826,-760.3502399681363
grid_only,1024,10,431957.9616836292,0.0,0.0,0.011834319526627219,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,67351.37335884495,32852.73348060598,-0.21308031408328817,-756.2220346815898
grid_only,1024,11,435012.3744486475,0.0,0.0,0.011834319526627219,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,67760.88280397825,32932.25292240878,-0.21468660956525554,-761.9227773470919
grid_only,1024,12,429742.5428867679,0.0,0.0,0.011834319526627219,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,67142.57185101832,32997.02744354817,-0.21189549955647752,-752.0171279259387
grid_only,1024,13,431838.22594867216,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,60466.01793317385,17123.545001880542,-0.21142560419513337,-750.3494692885283
grid_only,1024,14,427975.1934610179,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,58961.04132736732,14763.284650849928,-0.20918186349362144,-742.3864335388625
grid_only,1024,15,428606.7808419628,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,59007.289776454614,14691.750234871455,-0.2094892495333005,-743.4773465936835
grid_only,1024,16,422424.1906459299,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,58307.45087336104,14826.273587629932,-0.20630125396727303,-732.163150329852
grid_only,1024,17,274644.5121570048,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,40074.30921390146,14595.816836037131,-0.12974929380333625,-460.48024370804035
grid_only,1024,18,194382.52907677327,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,29813.088841017954,13650.040724023333,-0.08835314022917709,-313.5652946733495
grid_only,1024,19,195107.57258475872,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,29875.45677507898,13589.157340487347,-0.08870211796682967,-314.8038166642785
