experiment,seed,episode_id,total_cost,p2p_volume,p2p_utilisation,voltage_violation_rate,thermal_violation_rate,battery_soc_mean,battery_soc_min,battery_soc_max,battery_throughput,battery_cycles,buyer_welfare,seller_welfare,campus_welfare,grid_import,grid_export,mean_reward,episode_return
trained,456,0,-61552.071928431025,6220.645945367298,1.3687125478355404,0.16568047337278108,0.0,0.13314247426725703,0.10000000149011612,0.5743416547775269,3498.632002621889,3.498632002621889,17666.634484843125,17666.63448484312,35333.26896968625,14213.474862220935,49829.183161666195,0.09007713882040269,319.6837656736092
trained,456,1,-64332.185736704894,6208.506793005182,1.3689357065584566,0.16568047337278108,0.0,0.13325004116494274,0.10000000149011612,0.5743416547775269,3491.3694746792316,3.4913694746792316,17632.159292134715,17632.159292134715,35264.31858426943,13947.879250352371,50002.07910872941,0.0915527196554628,324.9206020572375
trained,456,2,-64843.13991996346,6176.339620974402,1.3723091422308438,0.16568047337278108,0.0,0.13321442553806587,0.10000000149011612,0.5743416547775269,3489.600945264101,3.489600945264101,17540.8045235673,17540.8045235673,35081.6090471346,13904.2209632372,50045.657519760294,0.09187205232107905,326.0539136875095
trained,456,3,-63411.863130487895,6245.282660587931,1.3785188817815417,0.16568047337278108,0.0,0.13346855161634422,0.10000000149011612,0.5743416547775269,3496.189881116152,3.496189881116152,17736.602756069722,17736.60275606972,35473.20551213944,14013.46304888035,49893.704207545714,0.0913644083143885,324.25228510776475
trained,456,4,243423.98008280585,9579.284282715333,1.1510448896231786,0.07100591715976332,0.0,0.15515179940934717,0.10000000149011612,0.949999988079071,4774.088408797979,4.774088408797979,27205.167362911543,27205.167362911543,54410.334725823086,45696.74496287262,36237.21667545114,-0.07803062079074803,-276.93067318636474
trained,456,5,423094.8675587693,11758.480946306488,1.0898989796569711,0.023668639053254437,0.0,0.2219829628100762,0.10000000149011612,0.949999988079071,7080.7897336781025,7.0807897336781025,33394.085887510424,33394.085887510424,66788.17177502085,64150.548650296485,28014.635938524465,-0.1789982806254372,-635.2648979396766
trained,456,6,411956.33709751256,11934.735288715196,1.1072720674150454,0.023668639053254437,0.0,0.1648381166380538,0.10000000149011612,0.949999988079071,5079.658042639494,5.079658042639494,33894.64821995115,33894.64821995115,67789.2964399023,62610.45302469349,27617.65591397174,-0.17232070425495705,-611.5661794008425
trained,456,7,410793.3040517202,11982.560422022216,1.1112512258105889,0.01775147928994083,0.0,0.2211547776086796,0.10000000149011612,0.949999988079071,7076.976675540209,7.076976675540209,34030.47159854309,34030.47159854309,68060.94319708618,62729.06337310953,28215.888325596214,-0.17187313627782766,-609.9777606500104
trained,456,8,401076.39938808366,11374.321732573992,1.091870637431548,0.029585798816568046,0.0,0.20337392129665297,0.10000000149011612,0.949999988079071,5910.303149372339,5.910303149372339,32303.073720510136,32303.07372051014,64606.14744102028,61137.41429473071,27301.552560104414,-0.16692158116608435,-592.4046915584333
trained,456,9,391486.67997418006,10743.388731297644,1.1130382233824472,0.005917159763313609,0.0,0.1470696309349946,0.10000000149011612,0.8089092969894409,4205.641057342291,4.205641057342291,30511.223996885306,30511.223996885306,61022.44799377061,58287.99066603131,23472.034818532346,-0.16094134089143064,-571.1808188236873
trained,456,10,389825.916041504,10748.80431266425,1.1223665375307739,0.011834319526627219,0.0,0.15548883149257073,0.10000000149011612,0.949999988079071,4753.335114568472,4.753335114568472,30526.60424796647,30526.60424796646,61053.20849593293,58133.308337975235,23584.423290166902,-0.16007656203553,-568.111718664096
trained,456,11,392777.1407041042,10843.165747466923,1.1127097535205481,0.011834319526627219,0.0,0.1451709285025766,0.10000000149011612,0.8272657990455627,4655.489433556795,4.655489433556795,30794.59072280606,30794.59072280606,61589.18144561212,58524.3364164757,23650.618283756405,-0.16190539558033995,-574.6022489146264
trained,456,12,387511.3158273876,10430.109190477058,1.0806367816772393,0.005917159763313609,0.0,0.13568949487787732,0.10000000149011612,0.7841746211051941,3882.305856794119,3.882305856794119,29621.510100954845,29621.510100954845,59243.02020190969,57938.504316821796,23788.62200975,-0.15944387946309238,-565.8663282145149
trained,456,13,400521.34388379834,8247.734087680343,1.1534769860111724,0.0,0.0,0.13675172582885922,0.10000000149011612,0.8207210898399353,3709.958117455244,3.709958117455244,23423.564809012172,23423.56480901217,46847.12961802434,53641.673742189596,10297.274470518794,-0.1481178976856584,-525.6704188864016
trained,456,14,398995.7929059106,7975.507295374835,1.1751006914798625,0.0,0.0,0.13563476198700053,0.10000000149011612,0.7677813768386841,4032.9080931842327,4.032908093184233,22650.44071886453,22650.44071886453,45300.88143772906,52637.925699209736,8427.89369175527,-0.13958617469486367,-495.3913339920712
trained,456,15,400022.50543884176,7957.566191893307,1.1816414650765823,0.0,0.0,0.13316116336534714,0.10000000149011612,0.770774781703949,4280.07360547781,4.28007360547781,22599.487984976993,22599.487984976993,45198.975969953986,52756.702028330765,8411.409014621902,-0.14059975622132243,-498.9885348294733
trained,456,16,394159.5519206501,8026.429397102387,1.203727377639341,0.0,0.0,0.13392415113703032,0.10000000149011612,0.7983496189117432,4495.239939540625,4.495239939540625,22795.059487770777,22795.059487770777,45590.118975541554,52121.15772608318,8603.338074979722,-0.13704345967605194,-486.36723839030833
trained,456,17,251317.04389955176,6328.377762517778,1.2229764713672087,0.0,0.0,0.12927234067013982,0.10000000149011612,0.7981036901473999,3240.9006245434284,3.2409006245434284,17972.592845550487,17972.592845550487,35945.185691100975,35014.92679726229,9565.901544420198,-0.07521464985764538,-266.93679234478344
trained,456,18,175868.8716414929,5140.232156253476,1.235838896211972,0.0,0.0,0.13443735471138588,0.10000000149011612,0.949999988079071,2750.009011477232,2.750009011477232,14598.259323759872,14598.259323759872,29196.518647519744,25822.533452685035,9714.824718508464,-0.044418430503326285,-157.64100985630498
trained,456,19,176597.23234254838,5104.034813164899,1.237808434907565,0.0,0.0,0.12547133602863234,0.10000000149011612,0.8818643689155579,2757.431384176016,2.757431384176016,14495.458869388312,14495.458869388314,28990.917738776625,25885.320676517502,9653.969430075633,-0.04454125103954426,-158.07689993934258
