experiment,seed,episode_id,total_cost,p2p_volume,p2p_utilisation,voltage_violation_rate,thermal_violation_rate,battery_soc_mean,battery_soc_min,battery_soc_max,battery_throughput,battery_cycles,buyer_welfare,seller_welfare,campus_welfare,grid_import,grid_export,mean_reward,episode_return
no_battery,42,0,-60467.210175825465,4448.5981336658615,0.9788134768159861,0.16568047337278108,0.0,0.5,0.5,0.5,0.0,0.0,12634.018699611046,12634.018699611044,25268.037399222092,14437.508965205025,50037.33377591192,0.06790562885321894,240.99707680007398
no_battery,42,1,-63260.283672613215,4443.4070093182545,0.9797425881342362,0.16568047337278108,0.0,0.5,0.5,0.5,0.0,0.0,12619.275906463841,12619.275906463845,25238.551812927686,14168.793016400134,50206.72661693099,0.06933256544348348,246.06127475892288
no_battery,42,2,-63748.9290296563,4407.383917395975,0.9792682420869668,0.16568047337278108,0.0,0.5,0.5,0.5,0.0,0.0,12516.970325404569,12516.970325404569,25033.940650809138,14129.922746611464,50254.99983554488,0.06955743201287196,246.85932621368255
no_battery,42,3,-62208.047495213854,4440.3019005819515,0.9801061606691875,0.16568047337278108,0.0,0.5,0.5,0.5,0.0,0.0,12610.45739765274,12610.45739765274,25220.91479530548,14263.313202868263,50127.54216252534,0.06887976420263832,244.4542831551634
no_battery,42,4,243160.9229995924,7851.402021925274,0.9434229016483966,0.07100591715976332,0.0,0.5,0.5,0.5,0.0,0.0,22297.981742267777,22297.981742267777,44595.963484535554,45679.25250837191,36271.063186415355,-0.08927321585578595,-316.83064307218433
no_battery,42,5,420447.91904311645,10214.854907378647,0.9468195757372113,0.03550295857988166,0.0,0.5,0.5,0.5,0.0,0.0,29010.187936955357,29010.18793695535,58020.37587391071,63707.98243172184,27744.982521184407,-0.17994230537360095,-638.6152417709097
no_battery,42,6,413419.2075926416,10205.826666812769,0.9468686585555528,0.03550295857988166,0.0,0.5,0.5,0.5,0.0,0.0,28984.547733748263,28984.547733748263,57969.095467496525,62981.47062450407,28056.117414906348,-0.1762967469908042,-625.677155070364
no_battery,42,7,409111.1444583566,10281.522042048224,0.953498548726408,0.029585798816568046,0.0,0.5,0.5,0.5,0.0,0.0,29199.522599416952,29199.522599416952,58399.045198833905,62496.534952778224,28156.071743479173,-0.1738371568785302,-616.9480697619038
no_battery,42,8,399298.05823613924,9927.369207461716,0.952971368264313,0.03550295857988166,0.0,0.5,0.5,0.5,0.0,0.0,28193.72854919127,28193.72854919127,56387.45709838254,60836.24039771031,27111.601405955,-0.16873547790628196,-598.8422110893947
no_battery,42,9,391738.3939725171,9267.466230527007,0.9601294718520994,0.011834319526627219,0.0,0.5,0.5,0.5,0.0,0.0,26319.604094696697,26319.604094696697,52639.208189393394,58359.4119746442,23564.835286750906,-0.16394158639574635,-581.8286901185038
no_battery,42,10,389955.43025838386,9150.878306153663,0.9555146136340285,0.011834319526627219,0.0,0.5,0.5,0.5,0.0,0.0,25988.494389476404,25988.494389476404,51976.98877895281,58200.495052691294,23701.855174452314,-0.1631173042407405,-578.9033127503881
no_battery,42,11,392072.0081325617,9355.199633134183,0.960016854888717,0.011834319526627219,0.0,0.5,0.5,0.5,0.0,0.0,26568.766958101078,26568.766958101078,53137.533916202156,58405.68317084407,23577.053289274598,-0.16397962446062492,-581.9636872107578
no_battery,42,12,387458.6978211942,9212.166680952887,0.9544488914333117,0.011834319526627219,0.0,0.5,0.5,0.5,0.0,0.0,26162.553373906198,26162.553373906198,52325.106747812395,57930.405170065445,23784.860762595286,-0.16184887269169437,-574.4016491828233
no_battery,42,13,400369.76392271614,6855.8740797289665,0.9588200693533784,0.0,0.0,0.5,0.5,0.5,0.0,0.0,19470.682386430264,19470.68238643026,38941.36477286053,53610.14385344488,10267.67092215158,-0.16764359351812372,-594.9671133958211
no_battery,42,14,397748.6920378988,6585.294427694796,0.9702685671255409,0.0,0.0,0.5,0.5,0.5,0.0,0.0,18702.23617465322,18702.236174653215,37404.47234930644,52375.74689967252,8177.990223155133,-0.1654400224371573,-587.1466396294712
no_battery,42,15,398834.36552793486,6486.364992162943,0.9631786462761777,0.0,0.0,0.5,0.5,0.5,0.0,0.0,18421.276577742756,18421.276577742756,36842.55315548551,52520.92478429168,8205.385242708513,-0.1663831225834479,-590.4937020486566
no_battery,42,16,392938.27956062905,6423.94577021805,0.9634021572373732,0.0,0.0,0.5,0.5,0.5,0.0,0.0,18244.00598741926,18244.00598741926,36488.01197483852,51883.50510314299,8402.327817411884,-0.1631832647719883,-579.1374066757865
no_battery,42,17,251104.47152700397,5128.549156862924,0.9911062813352194,0.0,0.0,0.5,0.5,0.5,0.0,0.0,14565.079605490704,14565.079605490704,29130.15921098141,34945.76005703855,9467.267679174209,-0.08888323648495108,-315.4466062850914
no_battery,42,18,175346.55458638744,4147.27113080301,0.9971065159669855,0.0,0.0,0.5,0.5,0.5,0.0,0.0,11778.250011480548,11778.250011480548,23556.500022961096,25665.817710214942,9502.769593220324,-0.04906816901245385,-174.14293182519873
no_battery,42,19,176274.56088838447,4103.052657162147,0.9950545742371134,0.0,0.0,0.5,0.5,0.5,0.0,0.0,11652.669546340496,11652.669546340496,23305.33909268099,25772.404117916834,9486.104683325202,-0.04950594306307909,-175.69659193086767
