experiment,cost_mean,cost_std,p2p_volume_mean,p2p_volume_std,voltage_violation_rate_mean,voltage_violation_rate_std,thermal_violation_rate_mean,thermal_violation_rate_std,p2p_utilisation_mean,p2p_utilisation_std,campus_welfare_mean,campus_welfare_std,grid_import_mean,grid_import_std,grid_export_mean,grid_export_std,episode_return_mean,episode_return_std,battery_cycles_mean,battery_cycles_std,cost_reduction_pct
trained,301994.8233478159,0.0,93.02318242409989,0.0,0.04585798816568047,0.0,0.0,0.0,0.010497328276106804,0.0,528.3716761688873,0.0,51111.60724424142,0.0,32181.11676762689,0.0,-520.7635978599753,9.79621742067939e-13,0.5785744674503803,0.0,0.0
