experiment,seed,episode_id,total_cost,p2p_volume,p2p_utilisation,voltage_violation_rate,thermal_violation_rate,battery_soc_mean,battery_soc_min,battery_soc_max,battery_throughput,battery_cycles,buyer_welfare,seller_welfare,campus_welfare,grid_import,grid_export,mean_reward,episode_return
heuristic,789,0,-59035.03876400232,4544.888527555795,1.000000001738101,0.16568047337278108,0.0,0.9313609353183995,0.5,0.949999988079071,224.99999403953552,0.22499999403953552,12907.483418258456,12907.483418258455,25814.966836516913,14565.579395827719,49928.23338202198,0.06765425348737815,240.10494562670505
heuristic,789,1,-61807.83650014756,4535.280026161887,0.9999999958201216,0.16568047337278108,0.0,0.9313609353183995,0.5,0.949999988079071,224.99999403953552,0.22499999403953552,12880.195274299758,12880.195274299758,25760.390548599516,14301.280824069132,50102.04360008736,0.06898035240789677,244.8112706956256
heuristic,789,2,-62303.0648907651,4500.69114634733,0.9999999976548334,0.16568047337278108,0.0,0.9313609353183995,0.5,0.949999988079071,224.99999403953552,0.22499999403953552,12781.962855626416,12781.962855626416,25563.925711252832,14260.976342172737,50148.88260659351,0.06927221654575776,245.84709652089427
heuristic,789,3,-60747.588950381934,4530.429520395895,0.9999999961344112,0.16568047337278108,0.0,0.9313609353183995,0.5,0.949999988079071,224.99999403953552,0.22499999403953552,12866.419837924343,12866.419837924344,25732.839675848685,14397.546407566948,50024.60454271139,0.0685092000723513,243.13915105677475
heuristic,789,4,241318.4194492711,8246.692625475247,0.9909209417632772,0.07100591715976332,0.0,0.6486512058409009,0.11512081325054169,0.949999988079071,3981.9562807679176,3.9819562807679176,23420.6070563497,23420.6070563497,46841.2141126994,45264.5256788337,35839.17551495042,-0.08646380392991078,-306.86004014725336
heuristic,789,5,419407.5040309566,10603.514240653556,0.982844587191054,0.03550295857988166,0.0,0.4325301361948075,0.10000000149011612,0.949999988079071,6051.71462893486,6.05171462893486,30113.980443456097,30113.980443456097,60227.960886912195,63383.395674767,27294.14907820071,-0.17716347446329866,-628.753170870247
heuristic,789,6,412248.35450992,10622.903880384347,0.9855639406352293,0.03550295857988166,0.0,0.4325301361948075,0.10000000149011612,0.949999988079071,6051.71462893486,6.05171462893486,30169.047020291542,30169.047020291542,60338.094040583084,62628.46598725258,27576.866091625987,-0.17340787548028438,-615.4245500795292
heuristic,789,7,408239.0642050239,10633.507135927239,0.9861413106457423,0.029585798816568046,0.0,0.4325301361948075,0.10000000149011612,0.949999988079071,6051.71462893486,6.05171462893486,30199.160266033356,30199.160266033356,60398.32053206671,62208.62243521929,27741.912539891375,-0.17115878297174583,-607.4425207667259
heuristic,789,8,398467.1990148333,10269.95539304777,0.9858577069512034,0.03550295857988166,0.0,0.4339927539846601,0.10000000149011612,0.949999988079071,6074.395846575499,6.074395846575499,29166.673316255667,29166.673316255667,58333.34663251133,60562.25332630389,26717.74314453467,-0.16610988697354462,-589.5239888691099
heuristic,789,9,391629.1672670038,9485.526861940769,0.9827210231632203,0.011834319526627219,0.0,0.43668778328853247,0.10000000149011612,0.949999988079071,6132.502686232328,6.132502686232328,26938.896287911783,26938.896287911783,53877.792575823565,58240.26804340713,23322.757664821438,-0.1621460986737858,-575.4565041932658
